"RegionId","Points:0","Points:1","Points:2"
0,7.7007,0.27794,3.6885
0,7.7251,0.2796,3.6939
0,7.7425,0.2808,3.6979
0,7.7607,0.28211,3.7021
0,7.7849,0.28389,3.7078
0,7.8091,0.28577,3.7137
0,7.8329,0.28761,3.7195
0,7.8555,0.28944,3.7253
0,7.879,0.29143,3.7315
0,7.9024,0.29352,3.7378
0,7.9127,0.29442,3.7406
0,7.9238,0.29542,3.7438
0,7.9468,0.29755,3.7503
0,7.9697,0.29975,3.7571
0,7.9923,0.30211,3.7642
0,8.0147,0.30447,3.7714
0,8.037,0.30677,3.7787
0,8.0537,0.30831,3.7842
0,8.0757,0.31026,3.7919
0,8.0974,0.31231,3.7997
0,8.1196,0.3142,3.8059
0,8.1422,0.31596,3.81
0,8.1649,0.31761,3.8123
0,8.1877,0.31914,3.8139
0,8.2046,0.32018,3.8149
0,8.2271,0.32169,3.8166
0,8.2494,0.32342,3.819
0,8.2715,0.32534,3.8222
0,8.2935,0.3274,3.8258
0,8.3153,0.32954,3.8296
0,8.3371,0.33171,3.8335
0,8.3587,0.33391,3.8375
0,8.3803,0.33608,3.8414
0,8.4018,0.33817,3.8451
0,8.4232,0.34029,3.8488
0,8.4446,0.34242,3.8522
0,8.4649,0.34446,3.8553
0,8.4863,0.34662,3.8585
0,8.5076,0.3488,3.8615
0,8.5257,0.35069,3.864
0,8.547,0.35291,3.8668
0,8.5684,0.3551,3.8694
0,8.5898,0.35732,3.8721
0,8.6101,0.35948,3.8746
0,8.6303,0.36166,3.8771
0,8.6516,0.36399,3.8797
0,8.673,0.36635,3.8824
0,8.6943,0.36873,3.8849
0,8.7157,0.37114,3.8875
0,8.7311,0.37289,3.8893
0,8.7423,0.37412,3.8906
0,8.7513,0.3751,3.8917
0,8.7727,0.37745,3.8941
0,8.7941,0.37982,3.8964
0,8.8155,0.38221,3.8988
0,8.8369,0.38462,3.901
0,8.8578,0.38698,3.9032
0,8.8773,0.38921,3.9053
0,8.8987,0.39166,3.9075
0,8.9201,0.39414,3.9096
0,8.9415,0.39664,3.9118
0,8.9629,0.39914,3.9139
0,8.9728,0.40032,3.9149
0,8.9827,0.40145,3.9158
0,9.0041,0.4039,3.9179
0,9.0255,0.40637,3.9199
