"RegionId","Points:0","Points:1","Points:2"
0,7.7007,0.27794,3.6885
0,7.7253,0.27828,3.6927
0,7.7499,0.27862,3.697
0,7.7712,0.27892,3.7007
0,7.7904,0.2792,3.7041
0,7.8146,0.27958,3.7085
0,7.8386,0.28001,3.7128
0,7.8616,0.28052,3.7169
0,7.8747,0.28082,3.7192
0,7.8986,0.28151,3.7235
0,7.9224,0.28233,3.7277
0,7.9461,0.28333,3.7319
0,7.9697,0.28456,3.7361
0,7.9815,0.2852,3.7382
0,8.0048,0.2866,3.7423
0,8.028,0.28822,3.7465
0,8.0511,0.28996,3.7508
0,8.0741,0.2918,3.7551
0,8.097,0.29371,3.7596
0,8.1198,0.29563,3.7641
0,8.1424,0.29749,3.7687
0,8.1538,0.29842,3.771
0,8.1762,0.30027,3.7757
0,8.1986,0.30211,3.7804
0,8.2204,0.30378,3.7849
0,8.2425,0.30539,3.7897
0,8.2645,0.30702,3.7947
0,8.2864,0.30867,3.7991
0,8.3085,0.31029,3.8026
0,8.3306,0.31188,3.8053
0,8.3379,0.31241,3.806
0,8.36,0.31405,3.808
0,8.3792,0.31552,3.8095
0,8.4013,0.31726,3.8114
0,8.4234,0.31904,3.8133
0,8.4365,0.3201,3.8146
0,8.4499,0.3211,3.8158
0,8.4628,0.32207,3.8171
0,8.4844,0.32371,3.8193
0,8.5059,0.32538,3.8217
0,8.5273,0.3271,3.8241
0,8.5488,0.32886,3.8265
0,8.5702,0.33065,3.8289
0,8.5917,0.33249,3.8312
0,8.6012,0.3333,3.8323
0,8.6226,0.33518,3.8345
0,8.6441,0.33709,3.8367
0,8.6655,0.33904,3.8387
0,8.687,0.34098,3.8406
0,8.7085,0.34286,3.8424
0,8.73,0.34481,3.8441
0,8.7515,0.3468,3.8458
0,8.773,0.34884,3.8476
0,8.7945,0.35095,3.8493
0,8.8159,0.35313,3.8509
0,8.8374,0.35534,3.8526
0,8.858,0.35749,3.8543
0,8.8772,0.35953,3.8558
0,8.8987,0.36184,3.8575
0,8.9201,0.36419,3.8591
0,8.9416,0.36657,3.8607
0,8.9631,0.36898,3.8623
0,8.9831,0.37126,3.8637
0,9.0046,0.3737,3.8652
0,9.0215,0.37557,3.8664
0,9.0376,0.37739,3.8675
0,9.0584,0.37975,3.8688
0,9.0786,0.38207,3.8701
0,9.1,0.38457,3.8714
0,9.1215,0.38709,3.8727
0,9.143,0.38965,3.874
0,9.1644,0.39223,3.8753
0,9.1859,0.39484,3.8766
0,9.2073,0.39747,3.8779
0,9.2286,0.4001,3.8791
0,9.2501,0.4028,3.8803
0,9.2715,0.40551,3.8814
0,9.293,0.40825,3.8826
0,9.3144,0.411,3.8838
0,9.3358,0.41377,3.8849
0,9.3573,0.41656,3.8861
0,9.3787,0.41936,3.8873
0,9.4002,0.42217,3.8885
0,9.4216,0.425,3.8897
0,9.443,0.42778,3.8909
0,9.4645,0.43056,3.892
0,9.4859,0.43335,3.8933
0,9.5073,0.43616,3.8945
0,9.5277,0.43885,3.8958
0,9.5491,0.44168,3.8971
0,9.5706,0.44452,3.8984
0,9.592,0.44738,3.8998
0,9.6103,0.44983,3.9011
0,9.628,0.45224,3.9022
0,9.6494,0.45515,3.9037
0,9.6708,0.45808,3.9051
0,9.6922,0.46102,3.9067
0,9.7136,0.46397,3.9083
0,9.7332,0.46667,3.9098
0,9.7546,0.46964,3.9115
0,9.7759,0.47261,3.9132
0,9.7973,0.4756,3.915
0,9.8187,0.47855,3.9166
0,9.8401,0.48151,3.9183
0,9.8614,0.48447,3.92
0,9.882,0.48733,3.9217
0,9.9009,0.48996,3.9233
0,9.9223,0.49295,3.9251
0,9.9436,0.49594,3.927
0,9.965,0.49895,3.9289
0,9.9863,0.50198,3.9307
0,10.008,0.50504,3.9325
0,10.029,0.5081,3.9343
0,10.05,0.51117,3.9362
0,10.072,0.51425,3.938
0,10.093,0.51734,3.9398
0,10.114,0.52034,3.9415
0,10.136,0.52334,3.9431
0,10.157,0.52634,3.9446
0,10.179,0.52935,3.9461
0,10.2,0.53242,3.9475
0,10.222,0.53549,3.9489
0,10.242,0.53822,3.95
0,10.266,0.54165,3.9515
0,10.293,0.54539,3.953
0,10.319,0.54912,3.9543
0,10.346,0.55283,3.9554
0,10.371,0.55626,3.9562
0,10.4,0.56036,3.9572
0,10.431,0.56447,3.9579
0,10.461,0.56856,3.9584
0,10.491,0.57261,3.9587
0,10.522,0.57655,3.9586
0,10.552,0.58044,3.9583
0,10.582,0.58421,3.9576
0,10.613,0.5879,3.9567
0,10.643,0.59152,3.9555
0,10.673,0.59498,3.9539
0,10.704,0.59837,3.9521
0,10.734,0.60158,3.9499
0,10.765,0.60464,3.9474
0,10.795,0.60759,3.9447
0,10.825,0.61033,3.9415
0,10.856,0.61308,3.9382
0,10.886,0.61575,3.9344
0,10.916,0.61829,3.9305
0,10.946,0.6207,3.9263
0,10.96,0.62165,3.9243
0,10.99,0.6238,3.9197
0,11.02,0.62576,3.9149
0,11.05,0.62767,3.9097
0,11.08,0.62932,3.9042
0,11.11,0.63088,3.8986
0,11.14,0.63226,3.8928
0,11.17,0.63356,3.8868
0,11.2,0.63479,3.8806
0,11.23,0.63576,3.8741
0,11.26,0.63666,3.8675
0,11.29,0.63743,3.8608
0,11.32,0.63812,3.8539
0,11.35,0.63869,3.8469
0,11.369,0.63893,3.8423
0,11.399,0.63931,3.8351
0,11.429,0.63952,3.8278
0,11.459,0.63965,3.8205
0,11.489,0.63965,3.8131
0,11.519,0.63957,3.8056
0,11.555,0.63936,3.7968
0,11.575,0.63914,3.7919
0,11.639,0.6384,3.7758
0,11.703,0.6372,3.7603
0,11.773,0.63576,3.7439
0,11.899,0.63233,3.7142
0,12.026,0.62846,3.6861
0,12.145,0.62447,3.6615
0,12.265,0.62031,3.6398
0,12.385,0.61519,3.6188
0,12.506,0.61016,3.6
0,12.627,0.60531,3.5826
0,12.748,0.60063,3.5665
0,12.76,0.60021,3.565
0,12.882,0.59602,3.551
0,13.004,0.59192,3.5378
0,13.125,0.58761,3.5256
0,13.247,0.58386,3.5145
0,13.369,0.58032,3.5038
0,13.491,0.57716,3.4937
0,13.613,0.57422,3.4841
0,13.735,0.57151,3.4748
0,13.857,0.56917,3.4661
0,13.979,0.56699,3.4577
0,14.1,0.56509,3.4498
0,14.22,0.56335,3.4421
0,14.339,0.56148,3.4348
0,14.454,0.55993,3.4281
0,14.569,0.55848,3.4217
0,14.68,0.55721,3.4156
0,14.762,0.55636,3.4112
0,14.869,0.55534,3.4057
0,14.973,0.55449,3.4004
1,7.7625,-0.47571,1.6692
1,7.7645,-0.4618,1.6517
1,7.766,-0.44773,1.6342
1,7.7666,-0.43334,1.6169
1,7.7668,-0.42651,1.609
1,7.7664,-0.41166,1.5921
1,7.7662,-0.40509,1.5849
1,7.7653,-0.38987,1.5684
1,7.7641,-0.37436,1.5522
1,7.7622,-0.35869,1.5362
1,7.76,-0.34288,1.5203
1,7.7577,-0.32695,1.5046
1,7.7547,-0.31102,1.489
1,7.7517,-0.29504,1.4735
1,7.7481,-0.27907,1.4581
1,7.7439,-0.26313,1.4428
1,7.7434,-0.26088,1.4406
1,7.7385,-0.24539,1.4251
1,7.7332,-0.22995,1.4096
1,7.7276,-0.2145,1.3942
1,7.7256,-0.20873,1.3885
1,7.7196,-0.19325,1.3733
1,7.7135,-0.17776,1.358
1,7.7126,-0.17559,1.3557
1,7.7123,-0.17479,1.3549
1,7.7053,-0.15991,1.3393
1,7.6986,-0.14511,1.3235
1,7.6921,-0.13043,1.3074
1,7.6856,-0.11582,1.2912
1,7.6794,-0.10213,1.2739
1,7.6739,-0.088884,1.2562
1,7.6691,-0.07622,1.2379
1,7.6648,-0.063406,1.2195
1,7.662,-0.051965,1.2
1,7.6614,-0.041209,1.1799
1,7.6622,-0.031632,1.1594
1,7.665,-0.023511,1.1385
1,7.6709,-0.017112,1.1178
1,7.6779,-0.01162,1.0972
1,7.6867,-0.0080847,1.0769
1,7.6966,-0.0063819,1.057
1,7.7077,-0.0074579,1.0383
1,7.7206,-0.013762,1.0226
1,7.7327,-0.027495,1.0135
1,7.7463,-0.045483,1.0045
1,7.7608,-0.060691,0.99482
1,7.7779,-0.07331,0.98292
1,7.7931,-0.081993,0.97196
1,7.8065,-0.087272,0.95932
1,7.8211,-0.092641,0.94597
1,7.8364,-0.097479,0.93062
1,7.8529,-0.10273,0.91236
1,7.8698,-0.10972,0.89812
1,7.8866,-0.11661,0.88356
1,7.9043,-0.123,0.87038
1,7.9221,-0.13119,0.85832
1,7.941,-0.13888,0.84831
1,7.9606,-0.14712,0.84111
1,7.9805,-0.15629,0.83601
1,8.0004,-0.16647,0.83355
1,8.0201,-0.17701,0.83352
1,8.0396,-0.18784,0.83431
1,8.0584,-0.19897,0.8394
1,8.0773,-0.21,0.84461
1,8.094,-0.22229,0.85276
1,8.1117,-0.23464,0.85894
1,8.1285,-0.24651,0.86799
1,8.1301,-0.24778,0.86896
1,8.1314,-0.24896,0.86986
1,8.1317,-0.24922,0.87006
1,8.132,-0.24948,0.87026
1,8.1323,-0.24975,0.87046
1,8.1326,-0.25001,0.87066
1,8.133,-0.25028,0.87078
1,8.1333,-0.25054,0.87091
1,8.1337,-0.25081,0.87103
1,8.134,-0.25108,0.87115
1,8.1343,-0.25135,0.87127
1,8.1347,-0.25162,0.87139
1,8.135,-0.25188,0.87151
1,8.1354,-0.25214,0.87168
1,8.1357,-0.25239,0.87186
1,8.136,-0.25264,0.87203
1,8.1363,-0.2529,0.87221
1,8.1367,-0.25315,0.87238
1,8.137,-0.2534,0.87256
1,8.1373,-0.25366,0.87273
1,8.1377,-0.25391,0.87291
1,8.138,-0.25416,0.87309
1,8.1383,-0.25441,0.87326
1,8.1386,-0.25467,0.87344
1,8.139,-0.25492,0.87361
1,8.1393,-0.25517,0.87379
1,8.1396,-0.25543,0.87396
1,8.1399,-0.25568,0.87414
1,8.1403,-0.25593,0.87431
1,8.1406,-0.25618,0.87449
1,8.1409,-0.25644,0.87466
