"RegionId","Points:0","Points:1","Points:2"
0,7.7007,0.27794,3.6885
0,7.7249,0.27986,3.6941
0,7.7434,0.28133,3.6984
0,7.7676,0.28328,3.7039
0,7.7922,0.2853,3.7094
0,7.816,0.28725,3.7146
0,7.8396,0.28912,3.7197
0,7.862,0.29091,3.7244
0,7.8833,0.29265,3.7289
0,7.9036,0.29433,3.7331
0,7.9232,0.29597,3.7371
0,7.9401,0.29732,3.7405
0,7.9614,0.29904,3.7448
0,7.9734,0.30002,3.7472
0,7.9844,0.30093,3.7494
0,8.0076,0.30286,3.7541
0,8.0306,0.30474,3.7587
0,8.0536,0.3065,3.7634
0,8.0764,0.30805,3.7681
0,8.0992,0.30934,3.7726
0,8.122,0.31036,3.7766
0,8.145,0.31115,3.779
0,8.168,0.31194,3.78
0,8.1909,0.31276,3.7799
0,8.2137,0.31364,3.7792
0,8.236,0.31457,3.7785
0,8.2582,0.31556,3.7778
0,8.2805,0.31662,3.7773
0,8.303,0.31773,3.7769
0,8.3255,0.31888,3.7767
0,8.3478,0.32005,3.7766
0,8.3701,0.32125,3.7766
0,8.382,0.32188,3.7766
0,8.404,0.32305,3.7768
0,8.426,0.32417,3.777
0,8.4447,0.32506,3.7772
0,8.4546,0.3255,3.7772
0,8.4765,0.32639,3.7774
0,8.4985,0.32715,3.7776
0,8.5198,0.32774,3.7776
0,8.5417,0.32818,3.7773
0,8.5635,0.32854,3.7768
0,8.5852,0.32877,3.7759
0,8.6068,0.32892,3.7746
0,8.6284,0.32901,3.7729
0,8.6499,0.32906,3.7709
0,8.6633,0.32909,3.7694
0,8.6848,0.32916,3.7669
0,8.7063,0.32927,3.7643
0,8.7278,0.32946,3.7616
0,8.7493,0.32967,3.7589
0,8.7707,0.32989,3.7564
0,8.7923,0.33012,3.7539
0,8.8138,0.33034,3.7515
0,8.8353,0.33053,3.7493
0,8.8569,0.33067,3.7472
0,8.8784,0.33074,3.7452
0,8.9,0.33072,3.7433
0,8.9215,0.3306,3.7413
0,8.9361,0.33045,3.74
0,8.9475,0.33034,3.7389
0,8.9602,0.33015,3.7376
0,8.9817,0.3298,3.7353
0,9.0033,0.32935,3.7329
0,9.0247,0.32886,3.7303
0,9.0462,0.32833,3.7275
0,9.066,0.32783,3.7248
0,9.0753,0.3276,3.7235
0,9.0968,0.32707,3.7205
0,9.1182,0.32655,3.7174
0,9.1332,0.3262,3.7152
0,9.1476,0.32589,3.7131
0,9.1634,0.32555,3.7107
0,9.1849,0.32511,3.7077
0,9.1986,0.32483,3.7057
0,9.2117,0.32456,3.7039
0,9.2331,0.32411,3.701
0,9.2546,0.32361,3.6982
0,9.2761,0.32306,3.6955
0,9.2976,0.32245,3.6929
0,9.319,0.32178,3.6903
0,9.3405,0.32105,3.6876
0,9.362,0.3203,3.6849
0,9.3807,0.31963,3.6825
0,9.4022,0.31886,3.6797
0,9.4236,0.31809,3.6769
0,9.4451,0.31735,3.674
0,9.4665,0.31663,3.6712
0,9.488,0.31592,3.6683
0,9.5094,0.31523,3.6654
0,9.5308,0.31458,3.6625
0,9.5523,0.31393,3.6596
0,9.5738,0.31329,3.6569
0,9.5952,0.31264,3.6541
0,9.6167,0.31198,3.6515
0,9.6382,0.31131,3.6489
0,9.6576,0.31069,3.6466
0,9.6752,0.31013,3.6445
0,9.6967,0.30943,3.642
0,9.7182,0.30874,3.6396
0,9.7397,0.30806,3.6371
0,9.7612,0.30739,3.6346
0,9.7827,0.30674,3.6322
0,9.8042,0.3061,3.6297
0,9.8257,0.30547,3.6273
0,9.8472,0.30486,3.6249
0,9.8687,0.30425,3.6225
0,9.8902,0.30365,3.6201
0,9.9117,0.30305,3.6178
0,9.9333,0.30246,3.6154
0,9.9548,0.30184,3.6131
0,9.9763,0.30122,3.6109
0,9.9978,0.30059,3.6086
0,10.019,0.29994,3.6063
0,10.041,0.29931,3.6041
0,10.062,0.29868,3.6019
0,10.084,0.29803,3.5996
0,10.105,0.29737,3.5974
0,10.127,0.2967,3.5952
0,10.149,0.29603,3.593
0,10.17,0.29534,3.5908
0,10.192,0.2946,3.5886
0,10.213,0.29382,3.5863
0,10.236,0.29298,3.584
0,10.261,0.29207,3.5814
0,10.285,0.29113,3.5789
0,10.31,0.29017,3.5763
0,10.339,0.28903,3.5734
0,10.367,0.28787,3.5704
0,10.397,0.28663,3.5672
0,10.418,0.28574,3.565
0,10.447,0.28442,3.562
0,10.477,0.28298,3.5587
0,10.508,0.28152,3.5555
0,10.538,0.28004,3.5522
0,10.568,0.27855,3.549
0,10.599,0.27704,3.5457
0,10.629,0.27552,3.5425
0,10.65,0.2745,3.5403
0,10.671,0.27336,3.5379
0,10.701,0.27171,3.5346
0,10.732,0.27005,3.5312
0,10.762,0.26839,3.5279
0,10.792,0.26672,3.5245
0,10.823,0.26505,3.5212
0,10.853,0.26338,3.5179
0,10.884,0.26167,3.5146
0,10.914,0.25988,3.5112
0,10.944,0.25808,3.5078
0,10.975,0.25629,3.5045
0,11.005,0.25451,3.5011
0,11.035,0.25273,3.4978
0,11.066,0.25096,3.4944
0,11.086,0.24976,3.4922
0,11.105,0.24867,3.49
0,11.13,0.24712,3.4872
0,11.156,0.24552,3.4842
0,11.186,0.24365,3.4807
0,11.217,0.24179,3.4772
0,11.247,0.23993,3.4737
0,11.277,0.23809,3.4702
0,11.308,0.23626,3.4666
0,11.338,0.23437,3.463
0,11.369,0.23243,3.4594
0,11.399,0.2305,3.4557
0,11.429,0.22858,3.452
0,11.457,0.22686,3.4486
0,11.488,0.22493,3.4448
0,11.518,0.22302,3.4409
0,11.547,0.22113,3.4371
0,11.576,0.21919,3.4331
0,11.642,0.21479,3.4243
0,11.699,0.21094,3.4162
0,11.77,0.20611,3.4059
0,11.898,0.19691,3.3855
0,12.026,0.18731,3.3638
0,12.145,0.17794,3.3421
0,12.262,0.16443,3.3106
0,12.378,0.14826,3.2752
0,12.489,0.12597,3.23
0,12.591,0.096004,3.1696
0,12.685,0.061617,3.0994
0,12.776,0.027948,3.0252
0,12.867,-0.0031196,2.9496
0,12.963,-0.027177,2.8776
0,13.065,-0.038034,2.8099
0,13.166,-0.034683,2.7435
0,13.27,-0.0020267,2.688
0,13.377,0.036495,2.6506
0,13.403,0.048948,2.6518
0,13.406,0.049984,2.6519
0,13.408,0.051095,2.6522
0,13.41,0.052214,2.6526
0,13.412,0.053334,2.653
0,13.414,0.054453,2.6534
0,13.416,0.055572,2.6538
0,13.418,0.056691,2.6542
0,13.421,0.057811,2.6546
0,13.423,0.05893,2.655
